mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.4930384635925293,0.0204396946295245,0.018438100814819336,0.0021894665427616565,0.001,1,1,40,"{'learning_rate': 0.001, 'max_depth': 1, 'min_child_weight': 1, 'n_estimators': 40}",-0.336,-0.3506666666666667,-0.36666666666666664,-0.37466666666666665,-0.37333333333333335,-0.3602666666666667,0.014832996250851594,19,-0.356,-0.36233333333333334,-0.3576666666666667,-0.35633333333333334,-0.3566666666666667,-0.3578,0.002334285520001549
0.974468469619751,0.2344734862147967,0.024903345108032226,0.0033348818107408456,0.001,1,1,60,"{'learning_rate': 0.001, 'max_depth': 1, 'min_child_weight': 1, 'n_estimators': 60}",-0.336,-0.3506666666666667,-0.36666666666666664,-0.37466666666666665,-0.37333333333333335,-0.3602666666666667,0.014832996250851594,19,-0.356,-0.36233333333333334,-0.3576666666666667,-0.35633333333333334,-0.3566666666666667,-0.3578,0.002334285520001549
1.2752776145935059,0.12810607636457622,0.023864603042602538,0.005124893365445734,0.001,1,1,80,"{'learning_rate': 0.001, 'max_depth': 1, 'min_child_weight': 1, 'n_estimators': 80}",-0.336,-0.3506666666666667,-0.36666666666666664,-0.37466666666666665,-0.37333333333333335,-0.3602666666666667,0.014832996250851594,19,-0.356,-0.36233333333333334,-0.3576666666666667,-0.35633333333333334,-0.3566666666666667,-0.3578,0.002334285520001549
0.595598840713501,0.06855511272571008,0.02255277633666992,0.007562455532599588,0.001,1,2,40,"{'learning_rate': 0.001, 'max_depth': 1, 'min_child_weight': 2, 'n_estimators': 40}",-0.336,-0.3506666666666667,-0.36666666666666664,-0.37466666666666665,-0.37333333333333335,-0.3602666666666667,0.014832996250851594,19,-0.356,-0.36233333333333334,-0.3576666666666667,-0.35633333333333334,-0.3566666666666667,-0.3578,0.002334285520001549
0.9273426532745361,0.11919996941439051,0.024669408798217773,0.004727276411574461,0.001,1,2,60,"{'learning_rate': 0.001, 'max_depth': 1, 'min_child_weight': 2, 'n_estimators': 60}",-0.336,-0.3506666666666667,-0.36666666666666664,-0.37466666666666665,-0.37333333333333335,-0.3602666666666667,0.014832996250851594,19,-0.356,-0.36233333333333334,-0.3576666666666667,-0.35633333333333334,-0.3566666666666667,-0.3578,0.002334285520001549
1.2383888721466065,0.1994779750751079,0.024672985076904297,0.005486478348422352,0.001,1,2,80,"{'learning_rate': 0.001, 'max_depth': 1, 'min_child_weight': 2, 'n_estimators': 80}",-0.336,-0.3506666666666667,-0.36666666666666664,-0.37466666666666665,-0.37333333333333335,-0.3602666666666667,0.014832996250851594,19,-0.356,-0.36233333333333334,-0.3576666666666667,-0.35633333333333334,-0.3566666666666667,-0.3578,0.002334285520001549
0.5902917385101318,0.020784142516080996,0.01870284080505371,0.0012195785807661294,0.001,1,3,40,"{'learning_rate': 0.001, 'max_depth': 1, 'min_child_weight': 3, 'n_estimators': 40}",-0.336,-0.3506666666666667,-0.36666666666666664,-0.37466666666666665,-0.37333333333333335,-0.3602666666666667,0.014832996250851594,19,-0.356,-0.36233333333333334,-0.3576666666666667,-0.35633333333333334,-0.3566666666666667,-0.3578,0.002334285520001549
0.6869657516479493,0.02305459437334437,0.015561819076538086,0.0013692346657859767,0.001,1,3,60,"{'learning_rate': 0.001, 'max_depth': 1, 'min_child_weight': 3, 'n_estimators': 60}",-0.336,-0.3506666666666667,-0.36666666666666664,-0.37466666666666665,-0.37333333333333335,-0.3602666666666667,0.014832996250851594,19,-0.356,-0.36233333333333334,-0.3576666666666667,-0.35633333333333334,-0.3566666666666667,-0.3578,0.002334285520001549
1.0358239650726317,0.07195282013826337,0.019599056243896483,0.0037334356053801616,0.001,1,3,80,"{'learning_rate': 0.001, 'max_depth': 1, 'min_child_weight': 3, 'n_estimators': 80}",-0.336,-0.3506666666666667,-0.36666666666666664,-0.37466666666666665,-0.37333333333333335,-0.3602666666666667,0.014832996250851594,19,-0.356,-0.36233333333333334,-0.3576666666666667,-0.35633333333333334,-0.3566666666666667,-0.3578,0.002334285520001549
0.8371113300323486,0.01981069329521885,0.015840959548950196,0.0018952061409679985,0.001,2,1,40,"{'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 40}",-0.30266666666666664,-0.30133333333333334,-0.3,-0.3,-0.284,-0.2976,0.006871519320920073,1,-0.2946666666666667,-0.296,-0.2966666666666667,-0.29633333333333334,-0.30033333333333334,-0.2968,0.0018926759422104508
1.212165355682373,0.019663923354367258,0.020229005813598634,0.0014297409175732978,0.001,2,1,60,"{'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 60}",-0.30533333333333335,-0.30133333333333334,-0.3,-0.3,-0.284,-0.29813333333333336,0.007332121111929356,4,-0.296,-0.296,-0.2966666666666667,-0.29633333333333334,-0.30033333333333334,-0.2970666666666667,0.0016519348924485208
1.8364429473876953,0.306364732175071,0.020736312866210936,0.004417298803572452,0.001,2,1,80,"{'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 80}",-0.30533333333333335,-0.30133333333333334,-0.3,-0.3,-0.284,-0.29813333333333336,0.007332121111929356,4,-0.296,-0.296,-0.2966666666666667,-0.29633333333333334,-0.30033333333333334,-0.2970666666666667,0.0016519348924485208
