mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1.1129365921020509,0.09650232123456685,0.028156042098999023,0.0028208934581766937,0.001,1,1,40,"{'learning_rate': 0.001, 'max_depth': 1, 'min_child_weight': 1, 'n_estimators': 40}",-0.36333333333333334,-0.35533333333333333,-0.3586666666666667,-0.376,-0.3526666666666667,-0.36119999999999997,0.008212727250365058,28,-0.3606666666666667,-0.3626666666666667,-0.36183333333333334,-0.3575,-0.36333333333333334,-0.3612,0.002053181812591276
1.3873505592346191,0.12606459238471832,0.025982427597045898,0.001438549967591275,0.001,1,1,60,"{'learning_rate': 0.001, 'max_depth': 1, 'min_child_weight': 1, 'n_estimators': 60}",-0.36333333333333334,-0.35533333333333333,-0.3586666666666667,-0.376,-0.3526666666666667,-0.36119999999999997,0.008212727250365058,28,-0.3606666666666667,-0.3626666666666667,-0.36183333333333334,-0.3575,-0.36333333333333334,-0.3612,0.002053181812591276
2.1101654052734373,0.42114360872954903,0.05351114273071289,0.05153863736941111,0.001,1,1,80,"{'learning_rate': 0.001, 'max_depth': 1, 'min_child_weight': 1, 'n_estimators': 80}",-0.36333333333333334,-0.35533333333333333,-0.3586666666666667,-0.376,-0.3526666666666667,-0.36119999999999997,0.008212727250365058,28,-0.3606666666666667,-0.3626666666666667,-0.36183333333333334,-0.3575,-0.36333333333333334,-0.3612,0.002053181812591276
0.9605495452880859,0.09007270285073414,0.024801206588745118,0.00469630822961243,0.001,1,2,40,"{'learning_rate': 0.001, 'max_depth': 1, 'min_child_weight': 2, 'n_estimators': 40}",-0.36333333333333334,-0.35533333333333333,-0.3586666666666667,-0.376,-0.3526666666666667,-0.36119999999999997,0.008212727250365058,28,-0.3606666666666667,-0.3626666666666667,-0.36183333333333334,-0.3575,-0.36333333333333334,-0.3612,0.002053181812591276
1.6728407382965087,0.237757488143441,0.052072668075561525,0.045977401071959814,0.001,1,2,60,"{'learning_rate': 0.001, 'max_depth': 1, 'min_child_weight': 2, 'n_estimators': 60}",-0.36333333333333334,-0.35533333333333333,-0.3586666666666667,-0.376,-0.3526666666666667,-0.36119999999999997,0.008212727250365058,28,-0.3606666666666667,-0.3626666666666667,-0.36183333333333334,-0.3575,-0.36333333333333334,-0.3612,0.002053181812591276
2.0036864280700684,0.252919517635896,0.023928022384643553,0.0042255676414913075,0.001,1,2,80,"{'learning_rate': 0.001, 'max_depth': 1, 'min_child_weight': 2, 'n_estimators': 80}",-0.36333333333333334,-0.35533333333333333,-0.3586666666666667,-0.376,-0.3526666666666667,-0.36119999999999997,0.008212727250365058,28,-0.3606666666666667,-0.3626666666666667,-0.36183333333333334,-0.3575,-0.36333333333333334,-0.3612,0.002053181812591276
1.0885241985321046,0.10043235968977268,0.027724266052246094,0.004434982251299203,0.001,1,3,40,"{'learning_rate': 0.001, 'max_depth': 1, 'min_child_weight': 3, 'n_estimators': 40}",-0.36333333333333334,-0.35533333333333333,-0.3586666666666667,-0.376,-0.3526666666666667,-0.36119999999999997,0.008212727250365058,28,-0.3606666666666667,-0.3626666666666667,-0.36183333333333334,-0.3575,-0.36333333333333334,-0.3612,0.002053181812591276
1.266638946533203,0.08180291589447564,0.02210373878479004,0.0048445962620274185,0.001,1,3,60,"{'learning_rate': 0.001, 'max_depth': 1, 'min_child_weight': 3, 'n_estimators': 60}",-0.36333333333333334,-0.35533333333333333,-0.3586666666666667,-0.376,-0.3526666666666667,-0.36119999999999997,0.008212727250365058,28,-0.3606666666666667,-0.3626666666666667,-0.36183333333333334,-0.3575,-0.36333333333333334,-0.3612,0.002053181812591276
1.8294167041778564,0.18557375685162494,0.022050809860229493,0.0019552837733513074,0.001,1,3,80,"{'learning_rate': 0.001, 'max_depth': 1, 'min_child_weight': 3, 'n_estimators': 80}",-0.36333333333333334,-0.35533333333333333,-0.3586666666666667,-0.376,-0.3526666666666667,-0.36119999999999997,0.008212727250365058,28,-0.3606666666666667,-0.3626666666666667,-0.36183333333333334,-0.3575,-0.36333333333333334,-0.3612,0.002053181812591276
1.5910322189331054,0.030942480983934238,0.022726154327392577,0.003700633323530255,0.001,2,1,40,"{'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 40}",-0.2966666666666667,-0.31066666666666665,-0.31333333333333335,-0.302,-0.29733333333333334,-0.304,0.006837803415977642,10,-0.30583333333333335,-0.30233333333333334,-0.3016666666666667,-0.3045,-0.30566666666666664,-0.304,0.0017094508539943994
2.5730549812316896,0.21013488850505474,0.026171398162841798,0.003721664641600757,0.001,2,1,60,"{'learning_rate': 0.001, 'max_depth': 2, 'min_child_weight': 1, 'n_estimators': 60}",-0.2966666666666667,-0.31066666666666665,-0.31333333333333335,-0.302,-0.29733333333333334,-0.304,0.006837803415977642,10,-0.30583333333333335,-0.30233333333333334,-0.3016666666666667,-0.3045,-0.30566666666666664,-0.304,0.0017094508539943994
